month,sales,profit,new_cases,hospitalized,rolling_profit,sales_pct_change
2046-06,23570.3,1671.13,14936,2583.0666666666666,1407.1466666666672,-0.276376241496301
2046-07,31182.8,1712.29,15719,2478.1612903225805,1541.8633333333337,0.3229700088670912
2046-08,31068.26,2213.47,15476,2908.2258064516127,1865.6300000000003,-0.0036731788036995
2046-09,27921.11,1152.56,14953,2457.733333333333,1692.7733333333338,-0.1012979162656678
2046-10,29643.29,2263.69,15438,2775.9032258064517,1876.5733333333335,0.0616802125703455
2046-11,28623.84,1915.11,15122,2294.8,1777.1200000000008,-0.0343905821519811
2046-12,29802.97,1733.16,15562,2784.3870967741937,1970.6533333333343,0.0411939837561976
2047-01,31448.7,1422.22,15353,2470.1612903225805,1690.163333333334,0.0552203354229461
2047-02,27719.81,1762.42,13882,2523.464285714286,1639.266666666667,-0.1185705609452856
2047-03,35454.26,1495.51,15575,2171.0,1560.0500000000009,0.2790224752622765
2047-04,29930.82,1679.1699999999998,15089,2642.8333333333335,1645.7000000000007,-0.1557905876472954
2047-05,17422.03,912.72,8950,2929.6666666666665,1362.4666666666672,-0.4179233980225065
