date,country,variant,new_cases,new_deaths,hospitalized
2026-12-21,Brazil,Delta,455,8,3992
2026-12-22,Brazil,Omicron,545,8,3026
2026-12-23,Canada,Alpha,495,12,4432
2026-12-24,India,Omicron,486,17,2325
2026-12-25,USA,Omicron,506,13,3512
2026-12-26,India,XBB,512,8,4743
2026-12-27,USA,Omicron,483,9,1629
2026-12-28,India,XBB,491,7,938
2026-12-29,Germany,BA.5,509,7,4839
2026-12-30,India,Omicron,506,7,2231
2026-12-31,Canada,BA.5,520,16,646
2027-01-01,USA,Omicron,520,5,1939
2027-01-02,Germany,XBB,492,14,1548
2027-01-03,Germany,XBB,468,12,1251
2027-01-04,India,BA.5,518,7,497
2027-01-05,Germany,Delta,459,13,1736
2027-01-06,Brazil,Delta,515,8,1421
2027-01-07,Brazil,Delta,502,8,1807
2027-01-08,Brazil,Omicron,496,10,1582
2027-01-09,India,Delta,520,4,1423
2027-01-10,USA,BA.5,525,9,3522
2027-01-11,India,Delta,505,16,2820
2027-01-12,Canada,BA.5,478,6,4908
2027-01-13,Germany,BA.5,472,11,1624
2027-01-14,Brazil,Omicron,483,6,3427
2027-01-15,India,XBB,503,13,498
2027-01-16,India,Omicron,506,9,2157
2027-01-17,Germany,Omicron,514,11,2368
2027-01-18,India,Alpha,518,7,473
2027-01-19,Brazil,Delta,522,4,2731
2027-01-20,Germany,Delta,470,7,1315
2027-01-21,USA,BA.5,457,12,1238
2027-01-22,Brazil,XBB,509,8,3249
2027-01-23,Canada,Delta,512,13,4188
2027-01-24,Canada,Delta,504,10,2091
2027-01-25,Germany,XBB,544,7,2745
2027-01-26,Brazil,Delta,517,11,339
2027-01-27,Brazil,Alpha,510,9,4907
2027-01-28,Brazil,Delta,510,5,4934
2027-01-29,Canada,Alpha,509,7,3329
2027-01-30,Germany,Omicron,489,10,2555
2027-01-31,Canada,Omicron,497,7,731
2027-02-01,India,Alpha,512,6,137
2027-02-02,USA,BA.5,513,10,1968
2027-02-03,Canada,Alpha,485,13,3234
2027-02-04,Germany,BA.5,496,9,3235
2027-02-05,Canada,XBB,520,6,4553
2027-02-06,India,XBB,495,5,257
2027-02-07,India,Alpha,503,15,2793
2027-02-08,India,BA.5,532,11,3411
2027-02-09,India,Omicron,482,7,2518
2027-02-10,USA,Alpha,512,12,852
2027-02-11,Brazil,Alpha,474,10,3070
2027-02-12,India,BA.5,470,14,351
2027-02-13,USA,XBB,445,13,3565
2027-02-14,Canada,Omicron,527,12,636
2027-02-15,India,BA.5,493,7,3357
2027-02-16,Canada,BA.5,486,10,4894
2027-02-17,Canada,Omicron,509,12,4306
2027-02-18,Germany,Alpha,511,12,1449
2027-02-19,USA,Alpha,507,14,1397
2027-02-20,USA,Delta,513,8,3569
2027-02-21,India,Omicron,513,11,4662
2027-02-22,India,BA.5,529,5,4910
2027-02-23,India,Delta,455,11,95
2027-02-24,USA,Delta,467,11,3200
2027-02-25,Canada,Delta,529,9,266
2027-02-26,Canada,Alpha,496,8,2651
2027-02-27,India,XBB,509,10,4120
2027-02-28,Canada,Delta,455,11,2427
2027-03-01,India,BA.5,521,10,3308
2027-03-02,Brazil,Alpha,516,11,409
2027-03-03,Canada,XBB,497,6,1543
2027-03-04,USA,XBB,476,8,488
2027-03-05,Germany,Delta,548,7,1986
2027-03-06,USA,Delta,494,9,2986
2027-03-07,USA,Alpha,505,11,1261
2027-03-08,Germany,Delta,505,15,3250
2027-03-09,India,Alpha,509,9,1037
2027-03-10,Canada,XBB,517,12,4231
2027-03-11,USA,BA.5,468,12,2601
2027-03-12,Canada,BA.5,482,11,2518
2027-03-13,Germany,Omicron,481,13,2000
2027-03-14,Germany,Omicron,510,11,3369
2027-03-15,Canada,Omicron,472,4,2722
2027-03-16,Canada,BA.5,490,7,4659
2027-03-17,Germany,Delta,518,9,4908
2027-03-18,India,Alpha,505,15,4093
2027-03-19,Canada,BA.5,493,6,4353
2027-03-20,Brazil,Omicron,478,6,2636
2027-03-21,Brazil,Omicron,523,5,2663
2027-03-22,Canada,Delta,469,12,4288
2027-03-23,USA,Omicron,514,8,1734
2027-03-24,Germany,Omicron,525,12,136
2027-03-25,India,Alpha,492,17,4143
2027-03-26,Brazil,Delta,500,9,3056
2027-03-27,Brazil,XBB,517,13,1957
2027-03-28,USA,XBB,503,12,2246
2027-03-29,Canada,Omicron,471,17,49
2027-03-30,USA,Omicron,477,8,3266
2027-03-31,India,Alpha,506,4,4073
2027-04-01,Canada,XBB,515,6,4932
2027-04-02,Brazil,Delta,481,13,792
2027-04-03,Brazil,Delta,513,16,651
2027-04-04,Germany,BA.5,480,13,2961
2027-04-05,India,BA.5,503,8,2415
2027-04-06,Brazil,Delta,469,13,3838
2027-04-07,USA,BA.5,500,5,447
2027-04-08,Brazil,Alpha,514,9,3545
2027-04-09,USA,Omicron,465,7,1656
2027-04-10,USA,Delta,477,12,4085
2027-04-11,Canada,XBB,500,7,319
2027-04-12,Canada,XBB,486,6,4272
2027-04-13,Brazil,Delta,457,14,2648
2027-04-14,Brazil,BA.5,506,17,2020
2027-04-15,USA,BA.5,477,9,2362
2027-04-16,Canada,Delta,481,11,1895
2027-04-17,Brazil,Delta,493,10,2588
2027-04-18,Canada,Delta,531,4,3283
2027-04-19,India,Alpha,511,12,3714
2027-04-20,USA,XBB,483,5,1766
2027-04-21,Canada,Alpha,528,12,3917
2027-04-22,Brazil,Alpha,498,13,1339
2027-04-23,USA,Omicron,531,5,278
2027-04-24,Germany,Alpha,492,5,3379
2027-04-25,USA,XBB,504,10,3946
2027-04-26,India,BA.5,497,6,915
2027-04-27,USA,XBB,554,5,1313
2027-04-28,Canada,Delta,494,7,4255
2027-04-29,Canada,Delta,523,12,1562
2027-04-30,Brazil,Delta,531,9,2284
2027-05-01,Brazil,Alpha,544,11,3721
2027-05-02,USA,Omicron,548,7,2428
2027-05-03,USA,BA.5,481,9,1697
2027-05-04,USA,Alpha,477,6,1951
2027-05-05,Canada,Delta,476,12,2936
2027-05-06,Canada,XBB,507,7,3724
2027-05-07,Germany,Delta,486,9,1307
2027-05-08,Germany,XBB,463,19,158
2027-05-09,Germany,BA.5,486,15,647
2027-05-10,Brazil,Delta,477,5,1911
2027-05-11,Canada,BA.5,478,12,3229
2027-05-12,USA,Delta,530,11,4707
2027-05-13,USA,Delta,489,8,911
2027-05-14,Germany,XBB,490,9,2763
2027-05-15,Brazil,Omicron,521,9,1568
2027-05-16,Brazil,XBB,496,9,4341
2027-05-17,Germany,Alpha,475,10,429
2027-05-18,USA,BA.5,498,6,4223
2027-05-19,Brazil,BA.5,498,12,3152
2027-05-20,India,Omicron,494,5,1568
2027-05-21,Germany,Delta,521,9,61
2027-05-22,USA,BA.5,498,9,1784
2027-05-23,India,Omicron,509,16,4777
2027-05-24,Canada,Alpha,500,8,1940
2027-05-25,USA,BA.5,537,13,1468
2027-05-26,India,Alpha,518,13,2126
2027-05-27,Canada,XBB,492,19,3897
2027-05-28,Brazil,BA.5,493,15,4120
2027-05-29,USA,BA.5,540,14,2044
2027-05-30,USA,Delta,469,15,715
2027-05-31,Brazil,Alpha,510,9,3573
2027-06-01,USA,XBB,489,9,1542
2027-06-02,Germany,Omicron,485,8,1785
2027-06-03,India,XBB,562,7,2719
2027-06-04,Canada,BA.5,500,16,2071
2027-06-05,Canada,Alpha,481,6,2326
2027-06-06,India,BA.5,497,15,1446
2027-06-07,Germany,Omicron,491,16,2273
2027-06-08,USA,Omicron,440,9,1924
2027-06-09,Brazil,BA.5,469,9,2875
2027-06-10,Brazil,BA.5,453,13,3212
2027-06-11,USA,BA.5,480,10,4975
2027-06-12,Canada,Alpha,488,11,1607
2027-06-13,India,Delta,533,16,829
2027-06-14,India,Omicron,496,7,1311
2027-06-15,Canada,Alpha,430,13,3537
2027-06-16,India,Omicron,453,8,1106
2027-06-17,Canada,BA.5,503,8,4038
2027-06-18,Germany,Omicron,490,8,3966
2027-06-19,USA,XBB,467,20,1015
2027-06-20,Canada,Omicron,552,7,616
2027-06-21,Germany,XBB,516,14,1322
2027-06-22,Canada,Alpha,468,11,2850
2027-06-23,Germany,Alpha,500,13,4398
2027-06-24,Germany,XBB,483,12,2170
2027-06-25,Germany,Omicron,495,6,1588
2027-06-26,USA,Alpha,475,9,2382
2027-06-27,Canada,Omicron,477,8,3925
2027-06-28,Canada,Delta,501,10,288
2027-06-29,Canada,Delta,467,7,507
2027-06-30,Germany,XBB,498,10,3871
2027-07-01,India,XBB,527,17,1824
2027-07-02,India,Omicron,529,7,2391
2027-07-03,Canada,Delta,485,10,3071
2027-07-04,India,Delta,454,8,1480
2027-07-05,India,XBB,466,14,4182
2027-07-06,India,BA.5,504,16,1415
2027-07-07,Germany,Omicron,493,4,2495
2027-07-08,Canada,Omicron,504,14,529
2027-07-09,Canada,Alpha,529,17,1007
2027-07-10,Brazil,XBB,478,5,199
2027-07-11,Brazil,Alpha,502,11,4361
2027-07-12,India,BA.5,510,10,546
2027-07-13,Canada,Alpha,554,8,1273
2027-07-14,India,BA.5,503,13,3159
2027-07-15,Germany,Alpha,486,5,4999
2027-07-16,Canada,XBB,514,13,388
2027-07-17,Germany,BA.5,469,8,279
2027-07-18,Germany,Omicron,514,12,1732
2027-07-19,Canada,XBB,473,10,3827
2027-07-20,India,XBB,486,14,2205
2027-07-21,Brazil,Delta,473,7,3274
2027-07-22,India,Omicron,509,10,4774
2027-07-23,Brazil,Alpha,514,7,1777
2027-07-24,USA,XBB,500,11,1700
2027-07-25,Brazil,Alpha,533,13,4840
2027-07-26,Canada,XBB,507,9,1113
2027-07-27,Brazil,Omicron,513,9,3734
2027-07-28,USA,XBB,500,8,2371
2027-07-29,Brazil,Alpha,479,5,716
2027-07-30,India,Alpha,498,6,3486
2027-07-31,Brazil,Omicron,542,11,3537
2027-08-01,Canada,Alpha,502,10,1057
2027-08-02,Canada,BA.5,524,13,1869
2027-08-03,Germany,XBB,510,9,2241
2027-08-04,India,BA.5,519,11,1361
2027-08-05,India,Delta,503,8,4945
2027-08-06,Brazil,Delta,519,9,2921
2027-08-07,Brazil,XBB,498,3,4566
2027-08-08,Canada,Alpha,490,11,4033
2027-08-09,Germany,Omicron,497,10,852
2027-08-10,USA,Delta,497,10,4733
2027-08-11,Brazil,Alpha,552,9,4855
2027-08-12,India,Omicron,525,10,1214
2027-08-13,Brazil,XBB,496,10,1503
2027-08-14,Germany,Alpha,521,11,547
2027-08-15,India,BA.5,525,7,2508
2027-08-16,Germany,XBB,486,8,4994
2027-08-17,India,Delta,481,11,1584
2027-08-18,Brazil,XBB,493,13,3769
2027-08-19,Germany,XBB,474,8,3941
2027-08-20,Canada,Omicron,485,10,250
2027-08-21,India,Delta,482,9,2979
2027-08-22,Germany,Omicron,509,14,300
2027-08-23,Germany,XBB,477,18,1905
2027-08-24,USA,Alpha,531,11,4852
2027-08-25,USA,BA.5,512,10,3533
2027-08-26,Brazil,BA.5,490,7,3233
2027-08-27,Canada,Omicron,516,11,21
2027-08-28,Canada,Alpha,533,11,2611
2027-08-29,Germany,BA.5,490,6,3670
2027-08-30,Germany,Alpha,520,6,537
2027-08-31,Germany,Omicron,504,8,1108
2027-09-01,India,Delta,522,10,4281
2027-09-02,Brazil,Alpha,506,13,675
2027-09-03,Brazil,Alpha,486,7,1581
2027-09-04,USA,Delta,509,9,1206
2027-09-05,Germany,XBB,497,7,4906
2027-09-06,Germany,XBB,530,17,3815
2027-09-07,India,XBB,517,11,2840
2027-09-08,Germany,Omicron,501,11,2286
2027-09-09,Germany,XBB,507,14,1446
2027-09-10,Brazil,Omicron,476,14,3302
2027-09-11,Germany,Delta,440,5,2889
2027-09-12,India,Alpha,477,11,2629
2027-09-13,India,BA.5,518,10,692
2027-09-14,Canada,BA.5,485,11,651
2027-09-15,Canada,Omicron,482,10,1755
2027-09-16,USA,Omicron,500,9,1699
2027-09-17,India,Alpha,543,8,2624
2027-09-18,India,Delta,543,8,3006
2027-09-19,Brazil,Alpha,515,15,1701
2027-09-20,Canada,Omicron,486,9,3698
2027-09-21,USA,Alpha,519,11,213
2027-09-22,Brazil,Omicron,527,11,2222
2027-09-23,Brazil,BA.5,503,11,563
2027-09-24,Canada,Alpha,510,7,4266
2027-09-25,Brazil,Delta,493,7,2076
2027-09-26,Canada,BA.5,490,11,1506
2027-09-27,India,Delta,509,9,3821
2027-09-28,India,Delta,525,9,3835
2027-09-29,Canada,Omicron,468,7,2937
2027-09-30,Germany,Delta,517,10,1231
2027-10-01,Germany,XBB,427,13,2466
2027-10-02,USA,Delta,502,13,822
2027-10-03,Germany,Alpha,562,9,3589
2027-10-04,USA,Omicron,509,8,1440
2027-10-05,Canada,Omicron,501,10,3801
2027-10-06,Canada,XBB,484,12,3563
2027-10-07,Canada,Omicron,513,9,4644
2027-10-08,USA,Omicron,520,14,2903
2027-10-09,Brazil,BA.5,533,6,3614
2027-10-10,USA,BA.5,525,13,3246
2027-10-11,Brazil,BA.5,513,5,4929
2027-10-12,India,XBB,555,3,1877
2027-10-13,India,Omicron,527,7,1270
2027-10-14,Brazil,Omicron,515,12,3707
2027-10-15,Brazil,Omicron,466,8,1663
2027-10-16,Germany,Delta,469,8,4584
2027-10-17,Brazil,Omicron,530,14,977
2027-10-18,Brazil,Omicron,522,14,496
2027-10-19,Canada,Alpha,527,12,1304
2027-10-20,USA,Alpha,505,8,4554
2027-10-21,Brazil,Omicron,467,10,3595
2027-10-22,Canada,Delta,499,14,1031
2027-10-23,Brazil,Delta,535,9,2651
2027-10-24,Germany,XBB,486,10,958
2027-10-25,Brazil,XBB,502,5,2016
2027-10-26,Brazil,Omicron,504,13,2108
2027-10-27,Canada,BA.5,492,11,1895
2027-10-28,Brazil,Delta,511,7,723
2027-10-29,Canada,BA.5,471,10,1179
2027-10-30,USA,XBB,518,9,883
2027-10-31,Canada,Delta,497,11,2783
2027-11-01,USA,BA.5,472,9,2103
2027-11-02,Brazil,Omicron,504,12,2511
2027-11-03,USA,BA.5,499,11,644
2027-11-04,India,XBB,471,19,1981
2027-11-05,India,Delta,502,5,1667
2027-11-06,Canada,Delta,525,9,2947
2027-11-07,Germany,Delta,504,12,4159
2027-11-08,Brazil,Omicron,541,10,3469
2027-11-09,India,Delta,440,5,1096
2027-11-10,Germany,BA.5,495,8,4126
2027-11-11,Canada,Alpha,491,11,2955
2027-11-12,USA,Alpha,473,11,4231
2027-11-13,Brazil,Omicron,485,8,2198
2027-11-14,USA,BA.5,529,8,4544
2027-11-15,Brazil,Omicron,534,10,333
2027-11-16,India,Alpha,486,10,4793
2027-11-17,Germany,Delta,524,9,3629
2027-11-18,Canada,Alpha,480,9,4838
2027-11-19,Brazil,Alpha,507,9,1631
2027-11-20,India,Alpha,527,5,2788
2027-11-21,Canada,Omicron,501,9,747
2027-11-22,Brazil,XBB,517,8,4315
2027-11-23,India,Omicron,512,10,3189
2027-11-24,Canada,XBB,525,6,3424
2027-11-25,USA,Omicron,501,7,3674
2027-11-26,Germany,Alpha,550,9,3552
2027-11-27,Germany,Delta,498,8,3859
2027-11-28,USA,BA.5,523,13,447
2027-11-29,Germany,XBB,507,10,497
2027-11-30,Germany,Omicron,494,10,866
2027-12-01,Brazil,Delta,473,9,3389
2027-12-02,India,BA.5,489,9,4109
2027-12-03,USA,Delta,515,13,1994
2027-12-04,India,XBB,493,6,1192
2027-12-05,Germany,XBB,511,8,4980
2027-12-06,India,BA.5,510,10,1274
2027-12-07,Canada,BA.5,510,17,3190
2027-12-08,USA,XBB,503,12,4867
2027-12-09,USA,XBB,464,16,4678
2027-12-10,USA,Alpha,491,11,2586
2027-12-11,Brazil,BA.5,527,9,1953
2027-12-12,India,BA.5,497,7,4164
2027-12-13,India,XBB,514,11,4829
2027-12-14,Brazil,Omicron,503,13,4584
2027-12-15,USA,Alpha,488,10,537
2027-12-16,Brazil,Omicron,515,7,946
2027-12-17,Brazil,XBB,485,9,3362
2027-12-18,Germany,Alpha,524,9,645
2027-12-19,USA,Alpha,521,6,956
2027-12-20,Canada,XBB,460,14,3032
2027-12-21,Germany,Delta,540,9,3050
2027-12-22,USA,Delta,453,8,3017
2027-12-23,USA,BA.5,509,18,3106
2027-12-24,USA,XBB,492,13,2662
2027-12-25,India,XBB,468,8,2201
2027-12-26,USA,Omicron,519,10,3890
2027-12-27,USA,XBB,524,7,1346
2027-12-28,Canada,Delta,494,15,644
2027-12-29,USA,XBB,468,13,4780
2027-12-30,Brazil,Omicron,533,13,4667
2027-12-31,USA,BA.5,510,10,2491
2028-01-01,USA,Alpha,524,7,171
2028-01-02,USA,BA.5,500,12,3321
2028-01-03,India,Omicron,549,15,2273
2028-01-04,Germany,XBB,462,6,591
2028-01-05,India,Delta,515,11,1205
2028-01-06,Canada,XBB,506,7,1504
2028-01-07,Canada,Alpha,499,8,439
2028-01-08,Brazil,Delta,483,11,2999
2028-01-09,Brazil,BA.5,490,8,2965
2028-01-10,Canada,Omicron,501,5,4337
2028-01-11,Germany,BA.5,525,8,597
2028-01-12,Germany,Alpha,522,6,1272
2028-01-13,Canada,Alpha,539,5,4184
2028-01-14,USA,XBB,518,10,545
2028-01-15,India,XBB,526,14,284
2028-01-16,India,XBB,448,11,1567
2028-01-17,USA,Alpha,491,8,1420
2028-01-18,Germany,Delta,445,10,2252
2028-01-19,India,BA.5,481,13,3619
2028-01-20,India,BA.5,494,12,2828
2028-01-21,Brazil,Omicron,507,4,3117
2028-01-22,Germany,Omicron,492,10,4985
2028-01-23,Canada,Delta,486,9,564
2028-01-24,Canada,XBB,512,8,1353
2028-01-25,USA,XBB,497,9,2576
2028-01-26,India,Delta,514,7,481
2028-01-27,Canada,BA.5,497,10,1177
2028-01-28,USA,XBB,563,5,4988
2028-01-29,Brazil,BA.5,433,9,3644
2028-01-30,Germany,Alpha,514,11,2931
2028-01-31,India,Omicron,502,11,3475
2028-02-01,India,XBB,525,8,1513
2028-02-02,USA,Omicron,456,6,3144
2028-02-03,India,Delta,496,7,4978
2028-02-04,Germany,Alpha,488,9,1173
2028-02-05,Canada,XBB,552,15,1402
2028-02-06,USA,XBB,479,9,1118
2028-02-07,Germany,BA.5,507,11,2448
2028-02-08,India,Omicron,490,10,4289
2028-02-09,Canada,Alpha,496,3,655
2028-02-10,Germany,BA.5,547,6,2486
2028-02-11,Canada,Alpha,504,8,3511
2028-02-12,Canada,Alpha,515,11,938
2028-02-13,USA,Delta,492,7,2505
2028-02-14,India,Delta,461,5,4233
2028-02-15,Brazil,BA.5,483,8,948
2028-02-16,Brazil,BA.5,481,12,827
2028-02-17,Brazil,BA.5,487,6,4878
2028-02-18,Germany,Alpha,534,13,3971
2028-02-19,Brazil,XBB,482,9,2478
2028-02-20,India,Delta,485,11,2837
2028-02-21,Brazil,XBB,524,13,2815
2028-02-22,Canada,Omicron,495,14,1365
2028-02-23,Canada,Delta,485,8,4078
2028-02-24,Canada,Omicron,480,6,1678
2028-02-25,Brazil,Omicron,478,7,4425
2028-02-26,India,BA.5,497,14,4720
2028-02-27,India,Alpha,507,6,956
2028-02-28,Brazil,XBB,533,4,1353
2028-02-29,India,Omicron,534,8,952
2028-03-01,Brazil,BA.5,441,12,1370
2028-03-02,India,Alpha,487,6,3485
2028-03-03,USA,Delta,484,9,3278
2028-03-04,USA,Omicron,479,18,4576
2028-03-05,India,BA.5,511,12,2710
2028-03-06,Canada,BA.5,530,10,137
2028-03-07,USA,BA.5,528,3,892
2028-03-08,Germany,Delta,520,6,3041
2028-03-09,Brazil,Alpha,483,10,685
2028-03-10,Germany,XBB,495,4,320
2028-03-11,India,XBB,478,13,77
2028-03-12,India,Omicron,518,15,3275
2028-03-13,Canada,Alpha,576,8,1869
2028-03-14,USA,Omicron,500,10,4522
2028-03-15,USA,XBB,473,6,125
2028-03-16,Germany,Delta,544,8,1915
2028-03-17,USA,Alpha,525,10,4881
2028-03-18,India,Alpha,492,12,4641
2028-03-19,Canada,Omicron,521,5,1913
2028-03-20,Brazil,Omicron,500,17,2945
2028-03-21,Germany,Delta,518,10,1416
2028-03-22,Germany,Alpha,493,7,315
2028-03-23,Brazil,XBB,475,6,3722
2028-03-24,India,XBB,515,10,2748
2028-03-25,Germany,BA.5,510,10,3773
2028-03-26,USA,XBB,530,10,148
2028-03-27,USA,BA.5,514,5,2112
2028-03-28,USA,BA.5,497,7,1939
2028-03-29,Canada,Omicron,529,4,499
2028-03-30,Brazil,XBB,519,6,4658
2028-03-31,India,BA.5,503,11,1927
2028-04-01,USA,XBB,497,10,2377
2028-04-02,USA,XBB,516,9,2830
2028-04-03,Canada,XBB,486,12,3313
2028-04-04,USA,Delta,518,12,3837
2028-04-05,Canada,BA.5,521,11,4395
2028-04-06,Brazil,XBB,538,8,3887
2028-04-07,Germany,Omicron,490,12,4187
2028-04-08,USA,Delta,499,13,1502
2028-04-09,USA,BA.5,488,11,542
2028-04-10,Brazil,Alpha,472,7,4939
2028-04-11,Germany,BA.5,521,7,2384
2028-04-12,Canada,Delta,466,7,1411
2028-04-13,Germany,Omicron,470,17,4921
2028-04-14,USA,Delta,493,11,2912
2028-04-15,Brazil,XBB,504,8,4281
2028-04-16,India,Delta,529,8,3917
2028-04-17,Brazil,Alpha,453,13,74
2028-04-18,Canada,Alpha,531,14,296
2028-04-19,Canada,XBB,556,11,105
2028-04-20,USA,XBB,497,14,3912
2028-04-21,Brazil,Alpha,530,11,3427
2028-04-22,India,Omicron,548,9,3879
2028-04-23,Brazil,Delta,505,10,3525
2028-04-24,Canada,Alpha,467,8,4459
2028-04-25,Brazil,XBB,491,4,1555
2028-04-26,USA,XBB,475,12,1352
2028-04-27,Canada,Omicron,530,7,3667
2028-04-28,Brazil,BA.5,495,8,723
2028-04-29,Brazil,XBB,501,13,636
2028-04-30,USA,Omicron,484,6,3363
2028-05-01,USA,Alpha,480,6,2368
2028-05-02,Brazil,BA.5,503,17,4394
2028-05-03,India,Alpha,516,10,330
2028-05-04,Canada,Omicron,514,7,3778
2028-05-05,Brazil,Alpha,510,11,4399
2028-05-06,USA,Delta,497,11,212
2028-05-07,Canada,Omicron,496,12,3656
2028-05-08,USA,BA.5,493,12,2673
2028-05-09,Canada,XBB,474,10,1362
2028-05-10,Brazil,Alpha,531,12,3033
2028-05-11,Germany,Omicron,549,15,1431
2028-05-12,Germany,Alpha,474,10,1346
2028-05-13,Canada,Omicron,546,7,4955
2028-05-14,USA,Omicron,453,7,1707
2028-05-15,USA,BA.5,492,7,832
2028-05-16,USA,Alpha,507,12,586
2028-05-17,Brazil,Alpha,550,7,2461
2028-05-18,Canada,Omicron,479,12,4082
2028-05-19,Brazil,Delta,502,9,421
2028-05-20,Germany,XBB,543,6,4001
2028-05-21,Germany,XBB,476,12,3253
2028-05-22,USA,Delta,496,9,1378
2028-05-23,USA,BA.5,512,8,236
2028-05-24,Canada,Delta,543,11,1851
2028-05-25,Germany,Delta,461,8,327
2028-05-26,Canada,BA.5,482,6,4215
2028-05-27,Germany,Omicron,501,10,4826
2028-05-28,India,Alpha,519,11,1776
2028-05-29,Canada,XBB,514,7,3336
2028-05-30,India,XBB,486,10,3066
2028-05-31,Brazil,XBB,526,14,901
2028-06-01,Germany,Delta,519,7,2177
2028-06-02,India,Omicron,493,7,2184
2028-06-03,Brazil,Omicron,516,13,3120
2028-06-04,Canada,Delta,510,11,2795
2028-06-05,India,BA.5,461,9,354
2028-06-06,India,BA.5,486,12,777
2028-06-07,Brazil,Omicron,479,5,2228
2028-06-08,India,Delta,457,10,4243
2028-06-09,Brazil,XBB,478,7,3602
2028-06-10,Germany,Alpha,521,12,2138
2028-06-11,Germany,Omicron,507,11,4846
2028-06-12,Germany,XBB,505,11,76
2028-06-13,India,Omicron,510,17,1671
2028-06-14,India,Alpha,524,11,2450
2028-06-15,USA,BA.5,493,11,375
2028-06-16,USA,Omicron,539,4,4328
2028-06-17,Brazil,Delta,498,14,1510
2028-06-18,India,BA.5,475,5,3697
2028-06-19,Brazil,BA.5,508,11,816
2028-06-20,Canada,XBB,506,6,4323
2028-06-21,India,Delta,513,9,3394
2028-06-22,Canada,Omicron,514,11,2178
2028-06-23,India,Omicron,480,5,252
2028-06-24,Germany,Delta,511,6,1904
2028-06-25,Brazil,BA.5,482,9,3553
2028-06-26,USA,Omicron,519,14,3378
2028-06-27,Germany,Omicron,539,10,1241
2028-06-28,USA,Omicron,476,10,4478
2028-06-29,India,Alpha,486,12,1438
2028-06-30,Canada,Delta,492,12,2531
2028-07-01,Canada,Alpha,495,12,2063
2028-07-02,Germany,Alpha,492,11,352
2028-07-03,USA,XBB,499,17,1047
2028-07-04,Brazil,Omicron,496,8,2660
2028-07-05,Brazil,Alpha,482,11,449
2028-07-06,Brazil,Delta,525,14,240
2028-07-07,USA,XBB,482,9,4445
2028-07-08,Canada,XBB,507,8,3576
2028-07-09,Canada,BA.5,508,9,1720
2028-07-10,Germany,BA.5,468,11,1485
2028-07-11,USA,XBB,467,9,4212
2028-07-12,India,Delta,501,13,1857
2028-07-13,India,Alpha,480,16,3049
2028-07-14,Brazil,BA.5,479,8,4567
2028-07-15,Canada,Alpha,481,8,1647
2028-07-16,Canada,Delta,501,8,3516
2028-07-17,USA,Alpha,499,13,1362
2028-07-18,USA,XBB,516,11,3611
2028-07-19,Germany,BA.5,492,14,2586
2028-07-20,USA,Delta,480,9,3211
2028-07-21,Germany,XBB,521,12,4064
2028-07-22,Brazil,Delta,467,15,2726
2028-07-23,Brazil,BA.5,497,5,562
2028-07-24,Canada,Alpha,496,8,4790
2028-07-25,Canada,Delta,526,11,2061
2028-07-26,Canada,BA.5,459,14,3961
2028-07-27,India,XBB,499,9,754
2028-07-28,Germany,BA.5,491,10,2909
2028-07-29,Brazil,Alpha,483,10,4185
2028-07-30,Germany,BA.5,510,9,3919
2028-07-31,India,XBB,542,11,1951
2028-08-01,India,XBB,468,13,1495
2028-08-02,Brazil,Delta,482,9,682
2028-08-03,Brazil,XBB,471,5,832
2028-08-04,Canada,Omicron,499,7,217
2028-08-05,India,XBB,465,7,1693
2028-08-06,Canada,Alpha,501,16,1272
2028-08-07,Brazil,XBB,512,13,1561
2028-08-08,India,Delta,529,5,3379
2028-08-09,India,XBB,480,7,37
2028-08-10,USA,BA.5,485,7,3686
2028-08-11,India,BA.5,506,13,4374
2028-08-12,Canada,BA.5,480,10,3491
2028-08-13,USA,Omicron,508,8,4554
2028-08-14,India,Delta,524,10,4913
2028-08-15,USA,BA.5,498,6,1485
2028-08-16,India,BA.5,459,9,523
2028-08-17,Germany,BA.5,520,5,285
2028-08-18,Canada,Delta,526,8,1998
2028-08-19,Canada,BA.5,510,4,1701
2028-08-20,USA,Omicron,513,12,1516
2028-08-21,Germany,BA.5,468,11,1752
2028-08-22,USA,Alpha,480,12,2114
2028-08-23,USA,Omicron,519,10,1794
2028-08-24,Brazil,Alpha,489,12,1238
2028-08-25,USA,BA.5,482,9,45
2028-08-26,India,BA.5,499,9,3761
2028-08-27,Brazil,Delta,501,9,1225
2028-08-28,Brazil,Alpha,535,16,2841
2028-08-29,USA,Alpha,541,10,1504
2028-08-30,Brazil,XBB,544,9,4534
2028-08-31,Canada,XBB,500,12,3539
2028-09-01,Brazil,XBB,546,8,615
2028-09-02,Brazil,XBB,492,7,3675
2028-09-03,India,Alpha,502,20,1630
2028-09-04,Canada,Delta,493,9,701
2028-09-05,Brazil,XBB,527,8,1614
2028-09-06,India,Alpha,470,10,1151
2028-09-07,Canada,Delta,512,13,843
2028-09-08,Brazil,Delta,529,12,2934
2028-09-09,USA,XBB,497,9,3874
2028-09-10,Brazil,Alpha,501,11,51
2028-09-11,Canada,Omicron,499,6,3229
2028-09-12,Brazil,Alpha,488,5,226
2028-09-13,Canada,Delta,462,7,2485
2028-09-14,USA,BA.5,457,4,4674
2028-09-15,Brazil,XBB,529,15,786
