date,temperature_c,humidity,condition
2028-10-03,27,74,rain
2028-10-04,7,87,storm
2028-10-05,37,86,snow
2028-10-06,-7,81,snow
2028-10-07,-3,73,rain
2028-10-08,33,34,snow
2028-10-09,20,74,sunny
2028-10-10,31,61,sunny
2028-10-11,-8,59,rain
2028-10-12,1,58,cloudy
2028-10-13,15,86,snow
2028-10-14,19,38,rain
2028-10-15,-9,91,cloudy
2028-10-16,35,97,sunny
2028-10-17,2,73,cloudy
2028-10-18,12,38,rain
2028-10-19,30,73,storm
2028-10-20,36,31,rain
2028-10-21,2,98,rain
2028-10-22,31,73,rain
2028-10-23,32,63,snow
2028-10-24,19,99,cloudy
2028-10-25,2,32,rain
2028-10-26,13,82,cloudy
2028-10-27,38,71,storm
2028-10-28,38,95,cloudy
2028-10-29,28,47,snow
2028-10-30,25,81,storm
2028-10-31,11,82,cloudy
2028-11-01,19,59,rain
2028-11-02,36,49,sunny
2028-11-03,8,34,cloudy
2028-11-04,4,56,rain
2028-11-05,16,91,cloudy
2028-11-06,39,71,snow
2028-11-07,28,89,sunny
2028-11-08,22,45,rain
2028-11-09,21,41,snow
2028-11-10,31,98,sunny
2028-11-11,15,34,snow
2028-11-12,17,62,cloudy
2028-11-13,12,47,rain
2028-11-14,19,55,snow
2028-11-15,28,62,rain
2028-11-16,37,94,sunny
2028-11-17,27,31,sunny
2028-11-18,-5,75,rain
2028-11-19,27,47,cloudy
2028-11-20,30,46,snow
2028-11-21,-5,51,rain
2028-11-22,28,41,cloudy
2028-11-23,3,51,cloudy
2028-11-24,12,77,rain
2028-11-25,14,42,snow
2028-11-26,30,39,snow
2028-11-27,-2,81,rain
2028-11-28,14,42,rain
2028-11-29,23,64,cloudy
2028-11-30,31,88,sunny
2028-12-01,8,96,rain
2028-12-02,28,34,cloudy
2028-12-03,0,97,snow
2028-12-04,-10,92,snow
2028-12-05,7,41,snow
2028-12-06,30,31,snow
2028-12-07,34,77,cloudy
2028-12-08,11,40,rain
2028-12-09,35,58,cloudy
2028-12-10,37,44,storm
2028-12-11,20,71,sunny
2028-12-12,32,78,cloudy
2028-12-13,-9,53,rain
2028-12-14,27,60,cloudy
2028-12-15,29,55,snow
2028-12-16,-8,54,sunny
2028-12-17,-8,47,sunny
2028-12-18,27,50,sunny
2028-12-19,-10,50,cloudy
2028-12-20,31,99,storm
2028-12-21,25,57,snow
2028-12-22,6,69,rain
2028-12-23,-8,95,snow
2028-12-24,-2,40,snow
2028-12-25,24,95,sunny
2028-12-26,28,75,snow
2028-12-27,17,89,cloudy
2028-12-28,12,31,sunny
2028-12-29,16,31,snow
2028-12-30,10,87,snow
2028-12-31,34,49,snow
2029-01-01,27,49,rain
2029-01-02,14,31,sunny
2029-01-03,21,55,sunny
2029-01-04,-8,30,cloudy
2029-01-05,-6,42,cloudy
2029-01-06,1,77,sunny
2029-01-07,24,34,rain
2029-01-08,11,86,cloudy
2029-01-09,9,60,snow
2029-01-10,13,62,rain
2029-01-11,9,45,rain
2029-01-12,1,68,sunny
2029-01-13,35,76,storm
2029-01-14,-2,79,snow
2029-01-15,21,44,storm
2029-01-16,38,92,snow
2029-01-17,11,70,rain
2029-01-18,13,78,rain
2029-01-19,-4,33,rain
2029-01-20,-6,89,cloudy
2029-01-21,15,58,snow
2029-01-22,3,78,sunny
2029-01-23,14,50,sunny
2029-01-24,12,86,cloudy
2029-01-25,6,87,snow
2029-01-26,9,59,cloudy
2029-01-27,28,85,snow
2029-01-28,7,52,sunny
2029-01-29,28,47,sunny
2029-01-30,22,61,snow
2029-01-31,6,48,cloudy
2029-02-01,-5,63,storm
2029-02-02,14,97,rain
2029-02-03,-1,40,cloudy
2029-02-04,5,90,snow
2029-02-05,19,36,cloudy
2029-02-06,5,69,storm
2029-02-07,24,50,rain
2029-02-08,32,46,sunny
2029-02-09,-5,56,storm
2029-02-10,14,95,sunny
2029-02-11,17,82,snow
2029-02-12,27,32,storm
2029-02-13,-5,84,sunny
2029-02-14,26,99,snow
2029-02-15,23,76,snow
2029-02-16,15,43,rain
2029-02-17,-4,75,rain
2029-02-18,20,88,snow
2029-02-19,31,46,storm
2029-02-20,37,53,snow
2029-02-21,16,54,cloudy
2029-02-22,21,47,snow
2029-02-23,15,38,storm
2029-02-24,24,93,storm
2029-02-25,31,59,snow
2029-02-26,17,92,cloudy
2029-02-27,20,78,storm
2029-02-28,19,48,storm
2029-03-01,4,60,cloudy
2029-03-02,26,66,snow
2029-03-03,39,55,storm
2029-03-04,-9,44,storm
2029-03-05,-7,79,cloudy
2029-03-06,15,57,rain
2029-03-07,-3,58,cloudy
2029-03-08,26,47,rain
2029-03-09,3,38,cloudy
2029-03-10,0,92,storm
2029-03-11,1,96,snow
2029-03-12,28,85,storm
2029-03-13,0,68,sunny
2029-03-14,10,39,cloudy
2029-03-15,4,77,snow
2029-03-16,33,79,snow
2029-03-17,-6,33,storm
2029-03-18,3,38,sunny
2029-03-19,24,50,rain
2029-03-20,7,72,rain
2029-03-21,-5,96,storm
2029-03-22,25,41,snow
2029-03-23,-9,31,snow
2029-03-24,6,36,storm
2029-03-25,3,73,sunny
2029-03-26,21,99,cloudy
2029-03-27,13,35,cloudy
2029-03-28,7,53,rain
2029-03-29,29,76,cloudy
2029-03-30,11,53,sunny
2029-03-31,7,73,storm
2029-04-01,32,57,storm
2029-04-02,-4,52,snow
2029-04-03,23,40,rain
2029-04-04,24,71,storm
2029-04-05,7,53,rain
2029-04-06,34,82,storm
2029-04-07,16,34,sunny
2029-04-08,38,59,rain
2029-04-09,26,36,storm
2029-04-10,28,91,storm
2029-04-11,3,82,rain
2029-04-12,27,33,rain
2029-04-13,7,54,storm
2029-04-14,-6,96,storm
2029-04-15,20,49,cloudy
2029-04-16,37,40,cloudy
2029-04-17,12,36,snow
2029-04-18,-4,63,rain
2029-04-19,8,87,sunny
2029-04-20,37,70,snow
2029-04-21,31,54,storm
2029-04-22,3,54,cloudy
2029-04-23,28,56,rain
2029-04-24,-7,48,storm
2029-04-25,10,62,rain
2029-04-26,8,59,cloudy
2029-04-27,26,77,rain
2029-04-28,1,83,cloudy
2029-04-29,29,31,sunny
2029-04-30,36,31,snow
2029-05-01,22,84,snow
2029-05-02,22,35,storm
2029-05-03,29,48,cloudy
2029-05-04,-10,62,snow
2029-05-05,6,37,sunny
2029-05-06,31,38,cloudy
2029-05-07,39,82,storm
2029-05-08,39,54,cloudy
2029-05-09,35,53,rain
2029-05-10,35,51,cloudy
2029-05-11,37,37,cloudy
2029-05-12,24,78,snow
2029-05-13,16,69,rain
2029-05-14,21,46,sunny
2029-05-15,36,81,snow
2029-05-16,-2,62,storm
2029-05-17,38,50,rain
2029-05-18,10,98,rain
2029-05-19,-5,42,sunny
2029-05-20,9,86,rain
2029-05-21,-2,96,cloudy
2029-05-22,1,39,sunny
2029-05-23,38,78,sunny
2029-05-24,0,91,storm
2029-05-25,28,82,rain
2029-05-26,3,85,sunny
2029-05-27,-7,59,storm
2029-05-28,24,81,cloudy
2029-05-29,12,97,storm
2029-05-30,5,36,snow
2029-05-31,0,85,sunny
2029-06-01,18,93,cloudy
2029-06-02,28,41,cloudy
2029-06-03,28,91,rain
2029-06-04,29,84,storm
2029-06-05,14,53,storm
2029-06-06,6,31,snow
2029-06-07,20,57,storm
2029-06-08,16,44,sunny
2029-06-09,9,71,storm
2029-06-10,26,52,cloudy
2029-06-11,14,60,snow
2029-06-12,37,83,snow
2029-06-13,2,57,cloudy
2029-06-14,14,76,cloudy
2029-06-15,34,68,snow
2029-06-16,39,37,sunny
2029-06-17,16,62,sunny
2029-06-18,31,56,storm
2029-06-19,31,93,cloudy
2029-06-20,18,49,sunny
2029-06-21,5,48,snow
2029-06-22,18,60,storm
2029-06-23,1,46,sunny
2029-06-24,28,71,storm
2029-06-25,21,47,rain
2029-06-26,33,72,storm
2029-06-27,24,83,sunny
2029-06-28,-6,45,sunny
2029-06-29,21,60,cloudy
2029-06-30,-1,85,sunny
2029-07-01,1,99,cloudy
2029-07-02,9,34,sunny
2029-07-03,18,83,cloudy
2029-07-04,9,80,snow
2029-07-05,39,63,cloudy
2029-07-06,29,62,cloudy
2029-07-07,33,63,rain
2029-07-08,-4,91,sunny
2029-07-09,-8,67,storm
2029-07-10,23,73,storm
2029-07-11,19,46,cloudy
2029-07-12,-1,47,snow
2029-07-13,33,88,cloudy
2029-07-14,38,92,rain
2029-07-15,0,99,cloudy
2029-07-16,30,91,rain
2029-07-17,25,46,storm
2029-07-18,10,69,cloudy
2029-07-19,-8,82,cloudy
2029-07-20,8,76,rain
2029-07-21,37,72,sunny
2029-07-22,38,41,snow
2029-07-23,-1,84,sunny
2029-07-24,38,65,snow
2029-07-25,26,53,sunny
2029-07-26,-4,53,cloudy
2029-07-27,-2,41,cloudy
2029-07-28,-7,86,snow
2029-07-29,12,68,sunny
2029-07-30,1,63,cloudy
2029-07-31,20,91,snow
2029-08-01,20,31,sunny
2029-08-02,0,63,storm
2029-08-03,0,58,rain
2029-08-04,5,68,snow
2029-08-05,26,50,storm
2029-08-06,8,37,snow
2029-08-07,26,95,sunny
2029-08-08,0,99,snow
2029-08-09,15,99,cloudy
2029-08-10,18,95,cloudy
2029-08-11,-7,87,sunny
2029-08-12,26,90,storm
2029-08-13,19,54,sunny
2029-08-14,-10,35,rain
2029-08-15,-1,40,sunny
2029-08-16,-10,94,storm
2029-08-17,-8,60,cloudy
2029-08-18,6,84,snow
2029-08-19,25,55,snow
2029-08-20,6,54,rain
2029-08-21,11,34,storm
2029-08-22,25,35,storm
2029-08-23,10,55,storm
2029-08-24,22,43,storm
2029-08-25,6,50,storm
2029-08-26,18,37,cloudy
2029-08-27,14,48,sunny
2029-08-28,-9,51,sunny
2029-08-29,16,42,sunny
2029-08-30,-6,56,sunny
2029-08-31,3,53,cloudy
2029-09-01,36,92,sunny
2029-09-02,19,77,storm
2029-09-03,17,73,snow
2029-09-04,32,46,sunny
2029-09-05,10,86,storm
2029-09-06,0,86,sunny
2029-09-07,23,99,storm
2029-09-08,13,72,cloudy
2029-09-09,34,66,sunny
2029-09-10,-5,79,sunny
2029-09-11,13,54,snow
2029-09-12,4,80,snow
2029-09-13,-5,94,storm
2029-09-14,35,65,rain
2029-09-15,1,67,cloudy
2029-09-16,1,71,rain
2029-09-17,28,40,storm
2029-09-18,20,62,snow
2029-09-19,7,70,rain
2029-09-20,13,60,snow
2029-09-21,30,39,storm
2029-09-22,-9,44,cloudy
2029-09-23,32,60,cloudy
2029-09-24,0,44,snow
2029-09-25,17,39,sunny
2029-09-26,39,44,rain
2029-09-27,7,31,storm
2029-09-28,23,72,rain
2029-09-29,-4,67,rain
2029-09-30,-6,40,sunny
2029-10-01,23,30,cloudy
2029-10-02,-9,49,snow
2029-10-03,12,50,storm
2029-10-04,1,51,storm
2029-10-05,7,30,sunny
2029-10-06,13,43,storm
2029-10-07,-6,53,storm
2029-10-08,20,84,snow
2029-10-09,5,53,snow
2029-10-10,13,83,rain
2029-10-11,-9,67,sunny
2029-10-12,38,80,cloudy
2029-10-13,32,58,snow
2029-10-14,6,87,rain
2029-10-15,17,58,cloudy
2029-10-16,-8,39,cloudy
2029-10-17,31,43,storm
2029-10-18,36,71,rain
2029-10-19,21,55,cloudy
2029-10-20,-10,85,snow
2029-10-21,31,31,sunny
2029-10-22,19,81,cloudy
2029-10-23,-2,51,rain
2029-10-24,35,78,sunny
2029-10-25,-2,82,cloudy
2029-10-26,25,69,snow
2029-10-27,-7,38,sunny
2029-10-28,11,47,storm
2029-10-29,31,72,sunny
2029-10-30,-5,77,snow
2029-10-31,5,30,cloudy
2029-11-01,26,66,snow
2029-11-02,6,93,rain
2029-11-03,11,91,snow
2029-11-04,22,95,storm
2029-11-05,7,53,storm
2029-11-06,26,33,snow
2029-11-07,14,47,snow
2029-11-08,13,95,sunny
2029-11-09,8,57,cloudy
2029-11-10,28,39,sunny
2029-11-11,31,38,storm
2029-11-12,36,44,cloudy
2029-11-13,-6,51,sunny
2029-11-14,12,85,storm
2029-11-15,14,35,rain
2029-11-16,-2,89,snow
2029-11-17,38,80,storm
2029-11-18,-5,66,rain
2029-11-19,30,91,snow
2029-11-20,3,65,storm
2029-11-21,4,37,rain
2029-11-22,25,77,snow
2029-11-23,17,97,storm
2029-11-24,5,80,rain
2029-11-25,26,58,rain
2029-11-26,-1,68,rain
2029-11-27,-10,68,snow
2029-11-28,-10,44,storm
2029-11-29,9,39,sunny
2029-11-30,23,77,sunny
2029-12-01,23,90,rain
2029-12-02,9,94,snow
2029-12-03,-10,34,sunny
2029-12-04,17,52,snow
2029-12-05,32,46,sunny
2029-12-06,23,42,cloudy
2029-12-07,17,71,cloudy
2029-12-08,20,39,snow
2029-12-09,2,88,rain
2029-12-10,-6,99,sunny
2029-12-11,0,49,sunny
2029-12-12,-9,66,sunny
2029-12-13,-7,83,rain
2029-12-14,14,32,sunny
2029-12-15,11,63,cloudy
2029-12-16,-1,51,rain
2029-12-17,-9,95,rain
2029-12-18,5,30,snow
2029-12-19,-3,77,rain
2029-12-20,2,44,snow
2029-12-21,33,37,rain
2029-12-22,35,98,rain
2029-12-23,8,67,cloudy
2029-12-24,0,72,storm
2029-12-25,9,50,rain
2029-12-26,39,55,sunny
2029-12-27,35,60,rain
2029-12-28,-7,90,snow
2029-12-29,-5,97,rain
2029-12-30,36,46,cloudy
2029-12-31,38,99,snow
2030-01-01,0,59,sunny
2030-01-02,29,55,sunny
2030-01-03,8,60,rain
2030-01-04,31,70,storm
2030-01-05,12,76,snow
2030-01-06,14,95,rain
2030-01-07,5,57,snow
2030-01-08,24,70,snow
2030-01-09,20,61,rain
2030-01-10,-3,88,sunny
2030-01-11,37,95,rain
2030-01-12,17,66,sunny
2030-01-13,-10,84,storm
2030-01-14,24,39,cloudy
2030-01-15,3,67,storm
2030-01-16,34,46,cloudy
2030-01-17,-9,70,cloudy
2030-01-18,18,47,storm
2030-01-19,36,43,rain
2030-01-20,38,83,rain
2030-01-21,29,71,rain
2030-01-22,7,59,sunny
2030-01-23,8,37,cloudy
2030-01-24,-8,46,cloudy
2030-01-25,-2,91,snow
2030-01-26,1,66,cloudy
2030-01-27,9,64,snow
2030-01-28,36,81,storm
2030-01-29,16,73,storm
2030-01-30,37,81,storm
2030-01-31,-7,40,snow
2030-02-01,-2,33,storm
2030-02-02,-2,77,rain
2030-02-03,27,68,storm
2030-02-04,8,87,storm
2030-02-05,-9,39,snow
2030-02-06,-2,43,snow
2030-02-07,37,44,sunny
2030-02-08,6,53,snow
2030-02-09,36,45,rain
2030-02-10,6,72,storm
2030-02-11,-8,41,storm
2030-02-12,5,88,snow
2030-02-13,38,92,cloudy
2030-02-14,38,80,sunny
2030-02-15,19,88,storm
2030-02-16,4,52,sunny
2030-02-17,34,91,storm
2030-02-18,31,75,sunny
2030-02-19,33,58,sunny
2030-02-20,13,86,cloudy
2030-02-21,-9,51,storm
2030-02-22,22,54,sunny
2030-02-23,23,86,snow
2030-02-24,14,37,snow
2030-02-25,4,94,cloudy
2030-02-26,27,83,storm
2030-02-27,7,96,rain
2030-02-28,38,94,cloudy
2030-03-01,16,34,cloudy
2030-03-02,18,44,cloudy
2030-03-03,36,59,storm
2030-03-04,26,32,sunny
2030-03-05,30,68,rain
2030-03-06,-9,52,cloudy
2030-03-07,10,45,sunny
2030-03-08,2,57,cloudy
2030-03-09,6,67,storm
2030-03-10,-10,47,cloudy
2030-03-11,-2,42,snow
2030-03-12,4,72,storm
2030-03-13,35,97,sunny
2030-03-14,13,65,cloudy
2030-03-15,30,39,storm
2030-03-16,9,41,rain
2030-03-17,19,92,storm
2030-03-18,14,41,snow
2030-03-19,14,40,sunny
2030-03-20,39,91,sunny
2030-03-21,24,78,sunny
2030-03-22,6,54,cloudy
2030-03-23,-3,98,snow
2030-03-24,30,48,sunny
2030-03-25,19,79,sunny
2030-03-26,-9,43,sunny
2030-03-27,15,87,sunny
2030-03-28,5,76,storm
2030-03-29,5,43,snow
2030-03-30,13,84,cloudy
2030-03-31,-3,63,rain
2030-04-01,16,52,storm
2030-04-02,3,92,snow
2030-04-03,31,94,storm
2030-04-04,21,93,storm
2030-04-05,4,42,storm
2030-04-06,-9,48,snow
2030-04-07,13,40,cloudy
2030-04-08,11,44,rain
2030-04-09,30,56,storm
2030-04-10,-2,81,storm
2030-04-11,-10,46,storm
2030-04-12,-1,92,snow
2030-04-13,18,76,sunny
2030-04-14,-5,82,storm
2030-04-15,-1,83,storm
2030-04-16,4,60,rain
2030-04-17,30,39,rain
2030-04-18,37,68,storm
2030-04-19,19,66,cloudy
2030-04-20,39,72,snow
2030-04-21,26,85,storm
2030-04-22,-7,38,rain
2030-04-23,17,52,snow
2030-04-24,29,73,cloudy
2030-04-25,15,62,sunny
2030-04-26,39,99,rain
2030-04-27,32,86,snow
2030-04-28,-2,60,sunny
2030-04-29,2,87,cloudy
2030-04-30,24,50,storm
2030-05-01,23,64,snow
2030-05-02,10,61,storm
2030-05-03,8,57,snow
2030-05-04,23,93,cloudy
2030-05-05,32,44,storm
2030-05-06,-2,67,rain
2030-05-07,7,80,sunny
2030-05-08,21,82,cloudy
2030-05-09,-5,87,snow
2030-05-10,2,72,storm
2030-05-11,8,50,cloudy
2030-05-12,8,53,rain
2030-05-13,34,57,rain
2030-05-14,33,58,sunny
2030-05-15,-7,73,snow
2030-05-16,18,97,rain
2030-05-17,14,96,rain
2030-05-18,14,78,rain
2030-05-19,-3,56,sunny
2030-05-20,7,83,sunny
2030-05-21,37,32,storm
2030-05-22,30,66,cloudy
2030-05-23,4,37,rain
2030-05-24,8,85,rain
2030-05-25,28,39,sunny
2030-05-26,30,59,snow
2030-05-27,20,60,storm
2030-05-28,28,52,snow
2030-05-29,29,35,sunny
2030-05-30,25,56,cloudy
2030-05-31,-6,86,sunny
2030-06-01,-4,76,sunny
2030-06-02,4,42,cloudy
2030-06-03,34,53,snow
2030-06-04,-2,33,sunny
2030-06-05,35,47,cloudy
2030-06-06,5,62,snow
2030-06-07,28,39,sunny
2030-06-08,20,57,storm
2030-06-09,-8,84,rain
2030-06-10,14,44,rain
2030-06-11,13,93,storm
2030-06-12,39,53,cloudy
2030-06-13,26,68,rain
2030-06-14,-10,33,snow
2030-06-15,-10,79,cloudy
2030-06-16,-1,88,sunny
2030-06-17,25,85,rain
2030-06-18,37,50,snow
2030-06-19,-2,40,cloudy
2030-06-20,-5,30,snow
2030-06-21,11,85,snow
2030-06-22,36,76,rain
2030-06-23,-6,87,storm
2030-06-24,21,93,rain
2030-06-25,37,59,snow
2030-06-26,2,30,sunny
2030-06-27,36,62,sunny
2030-06-28,15,88,storm
2030-06-29,22,70,sunny
2030-06-30,38,77,sunny
2030-07-01,36,85,sunny
2030-07-02,1,98,sunny
2030-07-03,-10,54,sunny
2030-07-04,21,32,sunny
2030-07-05,8,89,cloudy
2030-07-06,18,79,rain
2030-07-07,-2,85,sunny
2030-07-08,35,65,snow
2030-07-09,6,78,storm
2030-07-10,9,79,cloudy
2030-07-11,32,86,rain
2030-07-12,-7,79,snow
2030-07-13,35,71,sunny
2030-07-14,5,40,storm
2030-07-15,27,53,snow
2030-07-16,5,94,sunny
2030-07-17,11,46,sunny
2030-07-18,17,90,cloudy
2030-07-19,16,90,rain
2030-07-20,20,41,sunny
2030-07-21,34,82,snow
2030-07-22,35,36,storm
2030-07-23,16,81,sunny
2030-07-24,20,65,sunny
2030-07-25,34,59,cloudy
2030-07-26,30,51,snow
2030-07-27,32,56,snow
2030-07-28,35,64,storm
2030-07-29,5,55,sunny
2030-07-30,25,48,rain
2030-07-31,6,74,rain
2030-08-01,11,87,storm
2030-08-02,-10,73,storm
2030-08-03,32,66,rain
2030-08-04,6,69,snow
2030-08-05,-2,90,cloudy
2030-08-06,-9,72,rain
2030-08-07,2,86,sunny
2030-08-08,28,96,storm
2030-08-09,2,48,sunny
2030-08-10,8,83,rain
2030-08-11,12,31,rain
2030-08-12,39,60,sunny
2030-08-13,3,40,sunny
2030-08-14,-4,60,snow
2030-08-15,37,76,storm
2030-08-16,32,48,sunny
2030-08-17,15,35,cloudy
2030-08-18,38,79,sunny
2030-08-19,20,41,snow
2030-08-20,32,88,storm
2030-08-21,-8,87,sunny
2030-08-22,6,68,rain
2030-08-23,-7,84,snow
2030-08-24,1,30,snow
2030-08-25,8,50,storm
2030-08-26,7,72,storm
2030-08-27,-8,73,rain
2030-08-28,29,98,storm
2030-08-29,17,82,storm
2030-08-30,-7,46,storm
2030-08-31,-8,76,rain
2030-09-01,12,47,sunny
2030-09-02,24,93,snow
2030-09-03,20,88,storm
2030-09-04,-10,32,cloudy
2030-09-05,26,58,sunny
2030-09-06,22,90,snow
2030-09-07,15,33,sunny
2030-09-08,3,62,cloudy
2030-09-09,12,52,storm
2030-09-10,10,72,snow
2030-09-11,15,70,rain
2030-09-12,24,67,cloudy
2030-09-13,30,58,storm
2030-09-14,-8,94,storm
2030-09-15,8,75,sunny
2030-09-16,11,86,cloudy
2030-09-17,3,73,sunny
2030-09-18,2,41,cloudy
2030-09-19,27,68,sunny
2030-09-20,22,58,snow
2030-09-21,-5,60,sunny
2030-09-22,37,75,sunny
2030-09-23,2,81,rain
2030-09-24,13,70,snow
2030-09-25,-8,88,rain
2030-09-26,23,78,storm
2030-09-27,8,42,sunny
2030-09-28,23,98,cloudy
2030-09-29,-4,53,snow
2030-09-30,12,59,storm
2030-10-01,7,85,snow
2030-10-02,-4,98,sunny
2030-10-03,17,81,storm
2030-10-04,23,98,sunny
2030-10-05,-6,67,rain
2030-10-06,15,30,storm
2030-10-07,28,83,rain
2030-10-08,22,62,storm
2030-10-09,5,50,snow
2030-10-10,15,91,storm
2030-10-11,31,41,sunny
2030-10-12,31,32,storm
2030-10-13,15,38,rain
2030-10-14,5,32,rain
2030-10-15,22,53,sunny
2030-10-16,2,31,snow
2030-10-17,8,76,cloudy
2030-10-18,22,61,snow
2030-10-19,28,71,snow
2030-10-20,-2,54,sunny
2030-10-21,22,31,cloudy
2030-10-22,35,49,rain
2030-10-23,30,99,sunny
2030-10-24,14,97,storm
2030-10-25,-8,80,rain
2030-10-26,15,85,storm
2030-10-27,-3,66,snow
2030-10-28,22,56,snow
2030-10-29,-7,66,sunny
2030-10-30,20,84,snow
2030-10-31,1,40,sunny
2030-11-01,27,89,rain
2030-11-02,8,85,sunny
2030-11-03,-1,93,storm
2030-11-04,16,72,cloudy
2030-11-05,22,48,snow
2030-11-06,11,38,sunny
2030-11-07,-2,56,sunny
2030-11-08,33,74,rain
2030-11-09,22,30,storm
2030-11-10,-5,70,snow
2030-11-11,5,47,sunny
2030-11-12,7,94,cloudy
2030-11-13,-3,32,rain
2030-11-14,14,98,cloudy
2030-11-15,7,79,snow
2030-11-16,20,62,rain
2030-11-17,28,45,sunny
2030-11-18,-4,82,sunny
2030-11-19,21,67,cloudy
2030-11-20,5,81,snow
2030-11-21,5,46,snow
2030-11-22,16,42,snow
2030-11-23,1,70,cloudy
2030-11-24,24,62,sunny
2030-11-25,11,79,storm
2030-11-26,-2,79,snow
2030-11-27,28,74,sunny
2030-11-28,23,75,cloudy
2030-11-29,-6,43,cloudy
2030-11-30,12,90,cloudy
2030-12-01,-1,45,sunny
2030-12-02,23,84,snow
2030-12-03,11,78,sunny
2030-12-04,-9,79,snow
2030-12-05,11,72,snow
2030-12-06,-3,88,sunny
2030-12-07,6,41,storm
2030-12-08,2,70,cloudy
2030-12-09,-4,98,snow
2030-12-10,6,59,sunny
2030-12-11,-5,48,snow
2030-12-12,-9,39,snow
2030-12-13,4,61,snow
2030-12-14,36,72,rain
2030-12-15,25,55,rain
2030-12-16,20,58,snow
2030-12-17,2,30,cloudy
2030-12-18,-8,64,cloudy
2030-12-19,18,59,rain
2030-12-20,0,72,sunny
2030-12-21,27,69,sunny
2030-12-22,18,48,cloudy
2030-12-23,25,72,sunny
2030-12-24,30,65,sunny
2030-12-25,9,62,snow
2030-12-26,26,43,storm
2030-12-27,28,76,storm
2030-12-28,19,38,snow
2030-12-29,2,89,rain
2030-12-30,37,66,cloudy
2030-12-31,-5,95,snow
2031-01-01,2,80,rain
2031-01-02,8,30,snow
2031-01-03,-9,69,cloudy
2031-01-04,6,84,cloudy
2031-01-05,32,89,storm
2031-01-06,0,38,rain
2031-01-07,-9,99,snow
2031-01-08,10,88,cloudy
2031-01-09,17,43,storm
2031-01-10,26,85,rain
2031-01-11,20,80,rain
2031-01-12,30,95,sunny
2031-01-13,33,90,rain
2031-01-14,31,94,storm
2031-01-15,1,38,storm
2031-01-16,30,67,sunny
2031-01-17,31,90,sunny
2031-01-18,7,99,rain
2031-01-19,5,44,snow
2031-01-20,32,89,snow
2031-01-21,-4,46,rain
2031-01-22,21,51,cloudy
2031-01-23,2,76,snow
2031-01-24,11,94,snow
2031-01-25,37,34,rain
2031-01-26,24,75,cloudy
2031-01-27,34,42,rain
2031-01-28,-9,99,storm
2031-01-29,14,73,storm
2031-01-30,36,69,cloudy
2031-01-31,35,42,snow
2031-02-01,10,30,cloudy
2031-02-02,8,89,sunny
2031-02-03,-7,32,cloudy
2031-02-04,30,57,sunny
2031-02-05,33,45,snow
2031-02-06,30,76,storm
2031-02-07,-6,60,storm
2031-02-08,17,59,rain
2031-02-09,33,56,cloudy
2031-02-10,15,89,rain
2031-02-11,22,85,snow
2031-02-12,-9,68,snow
2031-02-13,32,92,rain
2031-02-14,6,68,rain
2031-02-15,24,64,cloudy
2031-02-16,33,97,sunny
2031-02-17,37,61,storm
2031-02-18,39,33,snow
2031-02-19,36,30,cloudy
2031-02-20,26,91,sunny
2031-02-21,3,91,cloudy
2031-02-22,2,64,cloudy
2031-02-23,-9,85,snow
2031-02-24,5,47,snow
2031-02-25,25,70,rain
2031-02-26,30,36,storm
2031-02-27,29,66,rain
2031-02-28,31,84,snow
2031-03-01,29,85,storm
2031-03-02,-5,61,storm
2031-03-03,-1,47,storm
2031-03-04,-2,36,rain
2031-03-05,-3,93,cloudy
2031-03-06,-4,70,cloudy
2031-03-07,6,95,snow
2031-03-08,39,81,storm
2031-03-09,-5,67,rain
2031-03-10,0,46,storm
2031-03-11,24,60,snow
2031-03-12,24,45,cloudy
2031-03-13,7,91,sunny
2031-03-14,30,56,cloudy
2031-03-15,34,64,storm
2031-03-16,28,38,storm
2031-03-17,4,50,storm
2031-03-18,24,80,cloudy
2031-03-19,12,73,sunny
2031-03-20,18,54,storm
2031-03-21,36,85,cloudy
2031-03-22,-8,44,sunny
2031-03-23,-4,30,sunny
2031-03-24,21,58,rain
2031-03-25,12,74,cloudy
2031-03-26,18,41,storm
2031-03-27,6,65,cloudy
2031-03-28,-10,56,snow
2031-03-29,36,69,sunny
2031-03-30,9,43,storm
2031-03-31,-6,35,sunny
2031-04-01,8,58,snow
2031-04-02,-5,53,rain
2031-04-03,30,70,sunny
2031-04-04,6,85,storm
2031-04-05,34,59,storm
2031-04-06,35,84,cloudy
2031-04-07,18,31,storm
2031-04-08,8,36,rain
2031-04-09,4,67,cloudy
2031-04-10,27,95,storm
2031-04-11,-4,72,rain
2031-04-12,-4,53,storm
2031-04-13,28,97,snow
2031-04-14,33,34,snow
2031-04-15,19,58,rain
2031-04-16,8,55,snow
2031-04-17,16,82,cloudy
2031-04-18,32,36,snow
2031-04-19,38,70,rain
2031-04-20,2,83,snow
2031-04-21,18,56,storm
2031-04-22,-1,42,snow
2031-04-23,24,90,snow
2031-04-24,20,70,snow
2031-04-25,1,40,rain
2031-04-26,39,70,rain
2031-04-27,23,32,cloudy
2031-04-28,-7,54,rain
2031-04-29,31,40,snow
2031-04-30,6,55,sunny
2031-05-01,12,85,storm
2031-05-02,37,49,snow
2031-05-03,-9,60,cloudy
2031-05-04,-9,33,sunny
2031-05-05,2,64,storm
